path,label,label_id,speaker_id,language,generator,generator_model,source_dataset,microphone_type,recording_environment,codec,sample_rate,duration
/home/jyno/Projects/Garaj/datasets/spoof/english/edge_english_edge_neerja_03_sample_02.wav,spoof,0,tts_edge_neerja_03,english,Microsoft EdgeTTS,NeerjaNeural,Documented_TTS_Synthesizer,synthetic_stream,digital_synthesis,pcm_s16le,16000,6.984
/home/jyno/Projects/Garaj/datasets/spoof/english/edge_english_edge_neerja_03_sample_03.wav,spoof,0,tts_edge_neerja_03,english,Microsoft EdgeTTS,NeerjaNeural,Documented_TTS_Synthesizer,synthetic_stream,digital_synthesis,pcm_s16le,16000,6.312
/home/jyno/Projects/Garaj/datasets/spoof/english/edge_english_edge_neerja_03_sample_04.wav,spoof,0,tts_edge_neerja_03,english,Microsoft EdgeTTS,NeerjaNeural,Documented_TTS_Synthesizer,synthetic_stream,digital_synthesis,pcm_s16le,16000,5.568
/home/jyno/Projects/Garaj/datasets/spoof/english/edge_english_edge_neerja_03_sample_05.wav,spoof,0,tts_edge_neerja_03,english,Microsoft EdgeTTS,NeerjaNeural,Documented_TTS_Synthesizer,synthetic_stream,digital_synthesis,pcm_s16le,16000,7.176
/home/jyno/Projects/Garaj/datasets/spoof/hindi/edge_hindi_edge_swara_01_sample_01.wav,spoof,0,tts_edge_swara_01,hindi,Microsoft EdgeTTS,SwaraNeural,Documented_TTS_Synthesizer,synthetic_stream,digital_synthesis,pcm_s16le,16000,7.704
/home/jyno/Projects/Garaj/datasets/spoof/hindi/edge_hindi_edge_swara_01_sample_02.wav,spoof,0,tts_edge_swara_01,hindi,Microsoft EdgeTTS,SwaraNeural,Documented_TTS_Synthesizer,synthetic_stream,digital_synthesis,pcm_s16le,16000,7.344
/home/jyno/Projects/Garaj/datasets/spoof/hindi/edge_hindi_edge_swara_01_sample_03.wav,spoof,0,tts_edge_swara_01,hindi,Microsoft EdgeTTS,SwaraNeural,Documented_TTS_Synthesizer,synthetic_stream,digital_synthesis,pcm_s16le,16000,6.264
/home/jyno/Projects/Garaj/datasets/spoof/hindi/edge_hindi_edge_swara_01_sample_04.wav,spoof,0,tts_edge_swara_01,hindi,Microsoft EdgeTTS,SwaraNeural,Documented_TTS_Synthesizer,synthetic_stream,digital_synthesis,pcm_s16le,16000,6.696
/home/jyno/Projects/Garaj/datasets/spoof/hindi/edge_hindi_edge_swara_01_sample_05.wav,spoof,0,tts_edge_swara_01,hindi,Microsoft EdgeTTS,SwaraNeural,Documented_TTS_Synthesizer,synthetic_stream,digital_synthesis,pcm_s16le,16000,6.84
/home/jyno/Projects/Garaj/datasets/spoof/hindi/edge_hindi_edge_madhur_02_sample_01.wav,spoof,0,tts_edge_madhur_02,hindi,Microsoft EdgeTTS,MadhurNeural,Documented_TTS_Synthesizer,synthetic_stream,digital_synthesis,pcm_s16le,16000,8.016
/home/jyno/Projects/Garaj/datasets/spoof/hindi/edge_hindi_edge_madhur_02_sample_02.wav,spoof,0,tts_edge_madhur_02,hindi,Microsoft EdgeTTS,MadhurNeural,Documented_TTS_Synthesizer,synthetic_stream,digital_synthesis,pcm_s16le,16000,7.944
/home/jyno/Projects/Garaj/datasets/spoof/hindi/edge_hindi_edge_madhur_02_sample_03.wav,spoof,0,tts_edge_madhur_02,hindi,Microsoft EdgeTTS,MadhurNeural,Documented_TTS_Synthesizer,synthetic_stream,digital_synthesis,pcm_s16le,16000,6.624
/home/jyno/Projects/Garaj/datasets/spoof/hindi/edge_hindi_edge_madhur_02_sample_04.wav,spoof,0,tts_edge_madhur_02,hindi,Microsoft EdgeTTS,MadhurNeural,Documented_TTS_Synthesizer,synthetic_stream,digital_synthesis,pcm_s16le,16000,7.008
/home/jyno/Projects/Garaj/datasets/spoof/hindi/edge_hindi_edge_madhur_02_sample_05.wav,spoof,0,tts_edge_madhur_02,hindi,Microsoft EdgeTTS,MadhurNeural,Documented_TTS_Synthesizer,synthetic_stream,digital_synthesis,pcm_s16le,16000,7.392
/home/jyno/Projects/Garaj/datasets/spoof/hinglish/edge_hinglish_edge_prabhat_01_sample_01.wav,spoof,0,tts_edge_prabhat_01,hinglish,Microsoft EdgeTTS,PrabhatNeural,Documented_TTS_Synthesizer,synthetic_stream,digital_synthesis,pcm_s16le,16000,5.52
/home/jyno/Projects/Garaj/datasets/spoof/hinglish/edge_hinglish_edge_prabhat_01_sample_02.wav,spoof,0,tts_edge_prabhat_01,hinglish,Microsoft EdgeTTS,PrabhatNeural,Documented_TTS_Synthesizer,synthetic_stream,digital_synthesis,pcm_s16le,16000,5.712
/home/jyno/Projects/Garaj/datasets/spoof/hinglish/edge_hinglish_edge_prabhat_01_sample_03.wav,spoof,0,tts_edge_prabhat_01,hinglish,Microsoft EdgeTTS,PrabhatNeural,Documented_TTS_Synthesizer,synthetic_stream,digital_synthesis,pcm_s16le,16000,5.448
/home/jyno/Projects/Garaj/datasets/spoof/hinglish/edge_hinglish_edge_prabhat_01_sample_04.wav,spoof,0,tts_edge_prabhat_01,hinglish,Microsoft EdgeTTS,PrabhatNeural,Documented_TTS_Synthesizer,synthetic_stream,digital_synthesis,pcm_s16le,16000,5.76
/home/jyno/Projects/Garaj/datasets/spoof/hinglish/edge_hinglish_edge_prabhat_01_sample_05.wav,spoof,0,tts_edge_prabhat_01,hinglish,Microsoft EdgeTTS,PrabhatNeural,Documented_TTS_Synthesizer,synthetic_stream,digital_synthesis,pcm_s16le,16000,7.752
/home/jyno/Projects/Garaj/datasets/spoof/hinglish/edge_hinglish_edge_neerja_02_sample_01.wav,spoof,0,tts_edge_neerja_02,hinglish,Microsoft EdgeTTS,NeerjaNeural,Documented_TTS_Synthesizer,synthetic_stream,digital_synthesis,pcm_s16le,16000,5.688
/home/jyno/Projects/Garaj/datasets/spoof/hinglish/edge_hinglish_edge_neerja_02_sample_02.wav,spoof,0,tts_edge_neerja_02,hinglish,Microsoft EdgeTTS,NeerjaNeural,Documented_TTS_Synthesizer,synthetic_stream,digital_synthesis,pcm_s16le,16000,5.376
/home/jyno/Projects/Garaj/datasets/spoof/hinglish/edge_hinglish_edge_neerja_02_sample_03.wav,spoof,0,tts_edge_neerja_02,hinglish,Microsoft EdgeTTS,NeerjaNeural,Documented_TTS_Synthesizer,synthetic_stream,digital_synthesis,pcm_s16le,16000,5.328
/home/jyno/Projects/Garaj/datasets/spoof/hinglish/edge_hinglish_edge_neerja_02_sample_04.wav,spoof,0,tts_edge_neerja_02,hinglish,Microsoft EdgeTTS,NeerjaNeural,Documented_TTS_Synthesizer,synthetic_stream,digital_synthesis,pcm_s16le,16000,5.856
/home/jyno/Projects/Garaj/datasets/spoof/hinglish/edge_hinglish_edge_neerja_02_sample_05.wav,spoof,0,tts_edge_neerja_02,hinglish,Microsoft EdgeTTS,NeerjaNeural,Documented_TTS_Synthesizer,synthetic_stream,digital_synthesis,pcm_s16le,16000,6.912
/home/jyno/Projects/Garaj/datasets/spoof/english/gtts_english_gtts_en_01_sample_01.wav,spoof,0,tts_gtts_en_01,english,Google gTTS,gTTS-v2-English,Google_gTTS_API,synthetic_stream,digital_synthesis,pcm_s16le,16000,6.648
/home/jyno/Projects/Garaj/datasets/spoof/english/gtts_english_gtts_en_01_sample_02.wav,spoof,0,tts_gtts_en_01,english,Google gTTS,gTTS-v2-English,Google_gTTS_API,synthetic_stream,digital_synthesis,pcm_s16le,16000,6.792
/home/jyno/Projects/Garaj/datasets/spoof/english/gtts_english_gtts_en_01_sample_03.wav,spoof,0,tts_gtts_en_01,english,Google gTTS,gTTS-v2-English,Google_gTTS_API,synthetic_stream,digital_synthesis,pcm_s16le,16000,5.952
/home/jyno/Projects/Garaj/datasets/spoof/hindi/gtts_hindi_gtts_hi_01_sample_01.wav,spoof,0,tts_gtts_hi_01,hindi,Google gTTS,gTTS-v2-Hindi,Google_gTTS_API,synthetic_stream,digital_synthesis,pcm_s16le,16000,6.792
/home/jyno/Projects/Garaj/datasets/spoof/hindi/gtts_hindi_gtts_hi_01_sample_02.wav,spoof,0,tts_gtts_hi_01,hindi,Google gTTS,gTTS-v2-Hindi,Google_gTTS_API,synthetic_stream,digital_synthesis,pcm_s16le,16000,7.584
/home/jyno/Projects/Garaj/datasets/spoof/hindi/gtts_hindi_gtts_hi_01_sample_03.wav,spoof,0,tts_gtts_hi_01,hindi,Google gTTS,gTTS-v2-Hindi,Google_gTTS_API,synthetic_stream,digital_synthesis,pcm_s16le,16000,6.384
/home/jyno/Projects/Garaj/datasets/spoof/hinglish/gtts_hinglish_gtts_hing_01_sample_01.wav,spoof,0,tts_gtts_hing_01,hinglish,Google gTTS,gTTS-v2-Hinglish,Google_gTTS_API,synthetic_stream,digital_synthesis,pcm_s16le,16000,5.544
/home/jyno/Projects/Garaj/datasets/spoof/hinglish/gtts_hinglish_gtts_hing_01_sample_02.wav,spoof,0,tts_gtts_hing_01,hinglish,Google gTTS,gTTS-v2-Hinglish,Google_gTTS_API,synthetic_stream,digital_synthesis,pcm_s16le,16000,5.184
/home/jyno/Projects/Garaj/datasets/spoof/hinglish/gtts_hinglish_gtts_hing_01_sample_03.wav,spoof,0,tts_gtts_hing_01,hinglish,Google gTTS,gTTS-v2-Hinglish,Google_gTTS_API,synthetic_stream,digital_synthesis,pcm_s16le,16000,5.28
/home/jyno/Projects/Garaj/datasets/bona_fide/english/real_english_real_yesno_spk_01_sample_01.wav,bona_fide,1,real_yesno_spk_01,english,genuine_human,human_vocal_tract,YESNO_Real_Human_Speech_Corpus,headset_mic,quiet_room,pcm_s16le,16000,4.037
/home/jyno/Projects/Garaj/datasets/bona_fide/english/real_english_real_yesno_spk_02_sample_02.wav,bona_fide,1,real_yesno_spk_02,english,genuine_human,human_vocal_tract,YESNO_Real_Human_Speech_Corpus,headset_mic,quiet_room,pcm_s16le,16000,4.037
/home/jyno/Projects/Garaj/datasets/bona_fide/english/real_english_real_yesno_spk_03_sample_03.wav,bona_fide,1,real_yesno_spk_03,english,genuine_human,human_vocal_tract,YESNO_Real_Human_Speech_Corpus,headset_mic,quiet_room,pcm_s16le,16000,4.037
/home/jyno/Projects/Garaj/datasets/bona_fide/english/real_english_real_yesno_spk_04_sample_04.wav,bona_fide,1,real_yesno_spk_04,english,genuine_human,human_vocal_tract,YESNO_Real_Human_Speech_Corpus,headset_mic,quiet_room,pcm_s16le,16000,4.037
/home/jyno/Projects/Garaj/datasets/bona_fide/english/real_english_real_yesno_spk_01_sample_05.wav,bona_fide,1,real_yesno_spk_01,english,genuine_human,human_vocal_tract,YESNO_Real_Human_Speech_Corpus,headset_mic,quiet_room,pcm_s16le,16000,4.037
/home/jyno/Projects/Garaj/datasets/bona_fide/english/real_english_real_yesno_spk_02_sample_06.wav,bona_fide,1,real_yesno_spk_02,english,genuine_human,human_vocal_tract,YESNO_Real_Human_Speech_Corpus,headset_mic,quiet_room,pcm_s16le,16000,4.037
/home/jyno/Projects/Garaj/datasets/bona_fide/english/real_english_real_yesno_spk_03_sample_07.wav,bona_fide,1,real_yesno_spk_03,english,genuine_human,human_vocal_tract,YESNO_Real_Human_Speech_Corpus,headset_mic,quiet_room,pcm_s16le,16000,4.037
/home/jyno/Projects/Garaj/datasets/bona_fide/english/real_english_real_yesno_spk_04_sample_08.wav,bona_fide,1,real_yesno_spk_04,english,genuine_human,human_vocal_tract,YESNO_Real_Human_Speech_Corpus,headset_mic,quiet_room,pcm_s16le,16000,4.037
/home/jyno/Projects/Garaj/datasets/bona_fide/english/real_english_real_yesno_spk_01_sample_09.wav,bona_fide,1,real_yesno_spk_01,english,genuine_human,human_vocal_tract,YESNO_Real_Human_Speech_Corpus,headset_mic,quiet_room,pcm_s16le,16000,4.037
/home/jyno/Projects/Garaj/datasets/bona_fide/english/real_english_real_yesno_spk_02_sample_10.wav,bona_fide,1,real_yesno_spk_02,english,genuine_human,human_vocal_tract,YESNO_Real_Human_Speech_Corpus,headset_mic,quiet_room,pcm_s16le,16000,4.037
/home/jyno/Projects/Garaj/datasets/bona_fide/english/real_english_real_yesno_spk_03_sample_11.wav,bona_fide,1,real_yesno_spk_03,english,genuine_human,human_vocal_tract,YESNO_Real_Human_Speech_Corpus,headset_mic,quiet_room,pcm_s16le,16000,4.037
/home/jyno/Projects/Garaj/datasets/bona_fide/english/real_english_real_yesno_spk_04_sample_12.wav,bona_fide,1,real_yesno_spk_04,english,genuine_human,human_vocal_tract,YESNO_Real_Human_Speech_Corpus,headset_mic,quiet_room,pcm_s16le,16000,4.037
/home/jyno/Projects/Garaj/datasets/bona_fide/english/real_english_real_yesno_spk_01_sample_13.wav,bona_fide,1,real_yesno_spk_01,english,genuine_human,human_vocal_tract,YESNO_Real_Human_Speech_Corpus,headset_mic,quiet_room,pcm_s16le,16000,4.037
/home/jyno/Projects/Garaj/datasets/bona_fide/english/real_english_real_yesno_spk_02_sample_14.wav,bona_fide,1,real_yesno_spk_02,english,genuine_human,human_vocal_tract,YESNO_Real_Human_Speech_Corpus,headset_mic,quiet_room,pcm_s16le,16000,4.037
/home/jyno/Projects/Garaj/datasets/bona_fide/english/real_english_real_yesno_spk_03_sample_15.wav,bona_fide,1,real_yesno_spk_03,english,genuine_human,human_vocal_tract,YESNO_Real_Human_Speech_Corpus,headset_mic,quiet_room,pcm_s16le,16000,4.037
/home/jyno/Projects/Garaj/datasets/bona_fide/english/real_english_real_yesno_spk_04_sample_16.wav,bona_fide,1,real_yesno_spk_04,english,genuine_human,human_vocal_tract,YESNO_Real_Human_Speech_Corpus,headset_mic,quiet_room,pcm_s16le,16000,4.037
/home/jyno/Projects/Garaj/datasets/bona_fide/english/real_english_real_yesno_spk_01_sample_17.wav,bona_fide,1,real_yesno_spk_01,english,genuine_human,human_vocal_tract,YESNO_Real_Human_Speech_Corpus,headset_mic,quiet_room,pcm_s16le,16000,4.037
/home/jyno/Projects/Garaj/datasets/bona_fide/english/real_english_real_yesno_spk_02_sample_18.wav,bona_fide,1,real_yesno_spk_02,english,genuine_human,human_vocal_tract,YESNO_Real_Human_Speech_Corpus,headset_mic,quiet_room,pcm_s16le,16000,4.037
/home/jyno/Projects/Garaj/datasets/bona_fide/english/real_english_real_yesno_spk_03_sample_19.wav,bona_fide,1,real_yesno_spk_03,english,genuine_human,human_vocal_tract,YESNO_Real_Human_Speech_Corpus,headset_mic,quiet_room,pcm_s16le,16000,4.037
/home/jyno/Projects/Garaj/datasets/bona_fide/english/real_english_real_yesno_spk_04_sample_20.wav,bona_fide,1,real_yesno_spk_04,english,genuine_human,human_vocal_tract,YESNO_Real_Human_Speech_Corpus,headset_mic,quiet_room,pcm_s16le,16000,4.037
/home/jyno/Projects/Garaj/datasets/bona_fide/hinglish/real_browser_mic_webrtc_01.wav,bona_fide,1,real_browser_spk_01,hinglish,genuine_human,human_vocal_tract,Garaj_WebRTC_Live_Recording,browser_microphone,ambient_room_noise,opus_webrtc,16000,4.037
